sku,nombre,imagen_local,supabase_url
"3305","GEL 40g MUÑECO DE JENGIBRE ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/3305.jpg",""
"3303","GEL 40g CORAZON DE AGUACATE ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/3303.jpg",""
"2447","GEL 40g VERDE TURQUEZA ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2447.jpg",""
"1133","GEL 40g ROJO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1133.jpg",""
"850052868697","GEL 250g ROJO ROJO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/850052868697.jpg",""
"7508304497111","GEL 250g AMARILLO HUEVO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497111.jpg",""
"7508304497098","GEL 250g AMARILLO LIMON ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497098.jpg",""
"7508304497265","GEL 250g AZUL BRILLANTE ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497265.jpg",""
"7508304497289","GEL 250g AZUL REAL ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497289.jpg",""
"7508304495247","GEL 250g AZUL MARINO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304495247.jpg",""
"7508304497418","GEL 250g BLANCO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497418.jpg",""
"7508304497241","GEL 250g MORADO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497241.jpg",""
"4508444497364","GEL 250g NARANJA ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4508444497364.jpg",""
"7508304497197","GEL 250g ROJO ROJO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497197.jpg",""
"7508304497159","GEL 250g ROSA BRILLANTE ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497159.jpg",""
"7508304497173","GEL 250g ROSA FIUSHA ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497173.jpg",""
"7508304497401","GEL 250g SUPER NEGRO ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497401.jpg",""
"7508304497333","GEL 250g VERDE ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497333.jpg",""
"7508304497326","GEL 250g VERDE LIMON ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497326.jpg",""
"7508304497302","GEL 250g TURQUESA ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7508304497302.jpg",""
"7503028485244","COLORISMA VERDE ESMERALDA 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485244.jpg",""
"7503029485060","COLORISMA AZUL CIELO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503029485060.jpg",""
"7503028485008","COLORISMA NEGRO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485008.jpg",""
"7503029495022","COLORISMA CAFÉ CARAMELO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503029495022.jpg",""
"7503028485046","COLORISMA LILA 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485046.jpg",""
"7503029495053","COLORISMA AZUL ROYAL 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503029495053.jpg",""
"7503028485077","COLORISMA ROJO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485077.jpg",""
"7503028498107","COLORISMA ROSA 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028498107.jpg",""
"7503028485138","COLORISMA VERDE BOSQUE 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485138.jpg",""
"750302495169","COLORISMA AMARILLO LIMON 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/750302495169.jpg",""
"7503029495183","COLORISMA AZUL ELECTRICO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503029495183.jpg",""
"7503029485213","COLORISMA ROSA ELECTRICO 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503029485213.jpg",""
"7503028485237","COLORISMA CORAL 40GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7503028485237.jpg",""
"JC01-250","JELLY COLOR AMARILLO LIMON 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC01-250.jpg",""
"JC02-250","JELLY COLOR AZUL CIELO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC02-250.jpg",""
"JC04-250","JELLY COLOR AZUL REY 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC04-250.jpg",""
"JC06-250","JELLY COLOR ROJO ROJO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC06-250.jpg",""
"JC08-250","JELLY COLOR ROJO NAVIDAD 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC08-250.jpg",""
"JC11-250","JELLY COLOR NARANJA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC11-250.jpg",""
"JC12-250","JELLY COLOR DURAZNO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC12-250.jpg",""
"JC14-250","JELLY COLOR NEGRO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC14-250.jpg",""
"JC18-250","JELLY COLOR VERDE ESMERALDA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC18-250.jpg",""
"JC21-250","JELLY COLOR VERDE AGUA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC21-250.jpg",""
"JC22-250","JELLY COLOR ROSA MEXICANO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC22-250.jpg",""
"JC23-250","JELLY COLOR FUCSIA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC23-250.jpg",""
"JC24-250","JELLY COLOR ROSA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC24-250.jpg",""
"JC25-250","JELLY COLOR PURPURA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC25-250.jpg",""
"JC32-250","JELLY COLOR BLANCO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC32-250.jpg",""
"JC33-250","JELLY COLOR TURQUESA 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC33-250.jpg",""
"JC34-250","JELLY COLOR AMARILLO HUEVO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC34-250.jpg",""
"JC37-250","JELLY COLOR CAFE CHOCOLATE 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC37-250.jpg",""
"JC41-250","JELLY COLOR LILA DELICADO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC41-250.jpg",""
"JC42-250","JELLY COLOR VERDE LIMON 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC42-250.jpg",""
"JC47-250","JELLY COLOR IVORY DELICADO 250 ML","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/JC47-250.jpg",""
"10822","KIT 9 COLORES YUMMY 40GRS EN GEL ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/10822.jpg",""
"10756","KIT 6 COLORES BASICOS 20GRS EN GEL ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/10756.jpg",""
"10738","KIT 6 COLORES NEON 20GRS EN GEL ENCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/10738.jpg",""
"195158032246","CORTADOR CORAZON 3PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/195158032246.jpg",""
"195158032277","CORTADOR CORAZON  BESO 3PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/195158032277.jpg",""
"195158032253","CORTADOR XO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/195158032253.jpg",""
"666661681266","CORTADOR DINO AZUL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681266.jpg",""
"666661682614","CORTADOR UNIFORME FUT","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661682614.jpg",""
"666661682615","CORTADOR DINO DUO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661682615.jpg",""
"70896553614","CORTADOR NAVID GRIP PINO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553614.jpg",""
"70896553621","CORTADOR NAVID GRIP JENGIBRE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553621.jpg",""
"70896553638","CORTADOR NAVID GRIP ESTRELLA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553638.jpg",""
"70896106438","SET 4 CORTADOR 4 MANGAS 12" 4 DUYAS SAN VALENTIN","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896106438.jpg",""
"2308-0-0265","SET CORTADOR CORAZON HUESO HUELLA C/3","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-0-0265.jpg",""
"70896016676","CORTADOR CORAZON ROJO GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896016676.jpg",""
"70896416667","CORTADOR CORAZON ROSA GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896416667.jpg",""
"70896382030","JUEGO CORTADOR CORAZON METAL C/4","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896382030.jpg",""
"17713134","CORTADOR LOVE METAL OZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17713134.jpg",""
"177718177","MARCADOR DE LETRAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/177718177.jpg",""
"70896164629","CORTADOR MONO NIEVE BOMBILLA SANTA C/3","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896164629.jpg",""
"70896553652","CORTDR NAVID GRIP BOTA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553652.jpg",""
"70896553669","CORTDR NAVID GRIP COPO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553669.jpg",""
"70896553645","CORTDR NAVID GRIP MUÑECO NIEVE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896553645.jpg",""
"8433803320082","CORTADOR ESTRELLA BLANCA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8433803320082.jpg",""
"66661681915","CORTADOR ALFABETO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/66661681915.jpg",""
"66661681595","CORTADOR ALFABETO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/66661681595.jpg",""
"92003","CORTADOR  REDONDO LISO/RIZADO 6PZ CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/92003.jpg",""
"666661680656","MOLDE NUMERO 10PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680656.jpg",""
"666661686276","MOLDE LETRAS 26PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686276.jpg",""
"070896038890","JUEGO 12 CORTADORES NAVIDEÑOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896038890.jpg",""
"6976170438261","CORTADORES DE GALLETA ARBOL 3D ACERO INOX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438261.jpg",""
"6976170438285","SET DE 2 CORTADORES DE GALLETA ARBOL 3D ACERO INOX.","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438285.jpg",""
"70896038036","SET DE 7 CORTADORES DE COPOS DE NIEVE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896038036.jpg",""
"6976170438339","SET DE 3 CORTADORES ARBOL DE NAVIDAD DE ACERO INOX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438339.jpg",""
"6976170438346","SET DE 3 CORTADORES MONO JENGIBRE DE ACERO INOXIDABLE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438346.jpg",""
"6976170438292","SET DE 2 CORTADORES RENO Y COPO PARA TAZA ACERO INOX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6976170438292.jpg",""
"070896087423","CORTADOR FANTASMA COMFORT GRIP","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896087423.jpg",""
"190321803020","SET CORTADOR NIÑO JENGIBRE C/3 PZAS ACERO INOX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/190321803020.jpg",""
"070896589323","SET DE 4 CORTADORES FAMILIA JENGIBRE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896589323.jpg",""
"070896093998","SET DE 40 CORTADORES NAVIDEÑOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896093998.jpg",""
"070896163547","CORTADOR CALABAZA GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896163547.jpg",""
"2308-7566","CORTADORES FANTASMA CALABAZAY MAIZ 3PZS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-7566.jpg",""
"666661686268","EXPULSOR MARIPOSA 3PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686268.jpg",""
"666661681229","MOLDE NUMERO 10PZ MORADO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681229.jpg",""
"2308-0934","SET DE 4 CORTADORES FAMILIA JENGIBRE METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-0934.jpg",""
"2308-3284","SET DE 4 CORTADORES NAVIDAD","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-3284.jpg",""
"4-2429","CORTADOR GALLETA FANTASMA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2429.jpg",""
"4-2432","CORTADOR GALLETA CASA EMBRUJADA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2432.jpg",""
"CTR000724","CORTADOR GALLETA SOLDADO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000724.jpg",""
"54-20335","CORTADOR GALLETA ESCOBA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/54-20335.jpg",""
"54-20204","CORTADOR GALLETA MURCIELAGO 5.6X11CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/54-20204.jpg",""
"1181316","JGO CORTADOR LINZER HALLOWEEN 9PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1181316.jpg",""
"34060","CORTADOR CASA EMBRUJADA MURCIELAGO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/34060.jpg",""
"4-2843","CORTADOR AINOX CALABAZA 8X7.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2843.jpg",""
"C-54","CORTADOR GALLETA BRUJA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/C-54.jpg",""
"509-233","CORTADOR GALLETA BASTON 5X8CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/509-233.jpg",""
"4-0028","CORTADOR GALLETA BASTON 5X8CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0028.jpg",""
"1262766","CORTADOR MARCADOR DOBLE ESFERA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1262766.jpg",""
"CTR00000300","JGO CORTADOR PLAST NIÑO 3 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000300.jpg",""
"5-5280","JGO CORTADOR METAL NAVIDAD 6 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/5-5280.jpg",""
"4-2436","CORTADOR METAL PINO NAVIDAD 7.5 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2436.jpg",""
"PASCUA01","CORTADOR CONEJO PASCUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PASCUA01.jpg",""
"PASCUA02","CORTADOR CANASTA PASCUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PASCUA02.jpg",""
"PASCUA03","CORTADOR ZANAHORIA PASCUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PASCUA03.jpg",""
"PASCUA04","CORTADOR HUEVO PASCUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PASCUA04.jpg",""
"PASCUA05","CORTADOR CRUZ PASCUA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PASCUA05.jpg",""
"CTRS-76","CORTADOR Y MARCADOR DE PLÁSTICO BARBIE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRS-76.jpg",""
"CTRS-77","CORTADOR Y MARCADOR DE PLÁSTICO SILUETA BARBIE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRS-77.jpg",""
"CTRPLA-64","CORTADOR DE PLASTICO SILUETA BARBIE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRPLA-64.jpg",""
"CTRPLA-65","CORTADOR DE PLÁSTICO BOLSO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRPLA-65.jpg",""
"CTRPLA-66","CORTADOR DE PLÁSTICO ZAPATILLA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRPLA-66.jpg",""
"17712005","TC-005 CORTADOR ANGEL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17712005.jpg",""
"16038","CORTADOR CUADROS CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/16038.jpg",""
"DTEM18","CORTADOR FIGURAS CHERRY 12PZS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM18.jpg",""
"16048","COLA SIRENA CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/16048.jpg",""
"666661681275","MOLDE GALLETA ESTRELLA CAFÉ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681275.jpg",""
"666661680778","CORTADOR BOTELLA COPA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680778.jpg",""
"666661681902","CORTDOR REDONDO NARANJA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681902.jpg",""
"666661680316","CASITA JENGIBRE METAL 3D","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680316.jpg",""
"666661681944","CORTADOR GALLETA ARBOL METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681944.jpg",""
"70896082640","CORTADOR HALLOWEEN GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896082640.jpg",""
"191005005","JGO CORTADOR GALLETA HALLOWEEN C/18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/191005005.jpg",""
"4895217129202","CORTADOR CATRINA PEINADO 3pz CTR0586","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4895217129202.jpg",""
"4895217129165","CORTADOR CATRINA FLORES 3pz CTR0582","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4895217129165.jpg",""
"4895217129233","CORTADOR MOMIA 13.5cm CTR0589","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4895217129233.jpg",""
"7707368540935","CORTADOR NUMERO PEQUEÑO 4cm 11537","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7707368540935.jpg",""
"7501553423603","JGO CORTADOR METAL CIRCULO 3pz 4-2360","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7501553423603.jpg",""
"191004974","CORTADORES CORAZON ROJO SAN VALENTIN","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/191004974.jpg",""
"191005335","CORTADOR CORAZON GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/191005335.jpg",""
"191004859","SET CORTADOR CORAZON HUESO HUELLA C/3","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/191004859.jpg",""
"191004960","SET DE 4 CORTADORES CORAZON METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/191004960.jpg",""
"UBBREABO051","CORTADOR REDONDO LUCKY CHEF 8PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/UBBREABO051.jpg",""
"180-1113","CORTADOR REDONDO ALEACION ALUMINIO 4.7 cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/180-1113.jpg",""
"TC-169","CORTADOR LUNA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-169.jpg",""
"666661681274","CORTADOR CORAZON 6PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661681274.jpg",""
"666661686345","CORTADOR MARIPOSA 4PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661686345.jpg",""
