nombre,descripcion,precio,departamento,categoria,clave1,clave2,codigo_sat,disponible,destacado,temporada
VELA PLATA 13CM,VELA PLATA 13CM,67.0,Velas,Velas,CND000944,4895217105985,39112604,True,False,False
VELA ROSA 13CM,VELA ROSA 13CM,67.0,Velas,Velas,CND000946,4895217106005,39112604,True,False,False
VELA CARAMELO ESPIRAL AZUL 24PZ,VELA CARAMELO ESPIRAL AZUL 24PZ,22.0,Velas,Velas,A60493/A,7501553904935,39112604,True,False,False
VELA CARAMELO ESPIRAL  24PZ,VELA CARAMELO ESPIRAL  24PZ,22.0,Velas,Velas,60522,7501553905208,39112604,True,False,False
VELA PLATEADA 6PZ,VELA PLATEADA 6PZ,35.0,Velas,Velas,8988555509815,8988555509815,90151800,True,False,False
VELA DORADA 6PZ,VELA DORADA 6PZ,35.0,Velas,Velas,8988555509808,8988555509808,90151800,True,False,False
VELA CHISPEANTE PLATA 16cm 18pz,VELA CHISPEANTE PLATA 16cm 18pz,55.0,Velas,Velas,CND001343,4895217152101,39112604,True,False,False
VELA CHISPEANTE DORADO 16cm 18pz,VELA CHISPEANTE DORADO 16cm 18pz,55.0,Velas,Velas,CND001342,4895217152095,39112604,True,False,False
VELA DORADA 13cm 12pz,VELA DORADA 13cm 12pz,65.0,Velas,Velas,CND000943,4895217105978,39112604,True,False,False
VELA BENGALA CHISPERA,VELA BENGALA CHISPERA,30.0,Velas,Velas,HGBENG001,HGBENG001,39112600,True,False,False
VELA BENGALA ARCOIRIS,VELA BENGALA ARCOIRIS,30.0,Velas,Velas,7501168710907,7501168710907,90151800,True,False,False
VELA CHISPA DIAMANTADA PZA,VELA CHISPA DIAMANTADA PZA,30.0,Velas,Velas,8204,8204,60122100,True,False,False
MINI BENGALA,MINI BENGALA,25.0,Velas,Velas,8146,8146,60122100,True,False,False
VELA BENGALA AZUL OZ,VELA BENGALA AZUL OZ,32.0,Velas,Velas,704025,704025,39112600,True,False,False
VELA NUMERO 1 DORADO,VELA NUMERO 1 DORADO,25.0,Velas,Velas,7506688106568,7506688106568,60122100,True,False,False
VELA NUMERO 2 DORADO,VELA NUMERO 2 DORADO,25.0,Velas,Velas,7506688106575,7506688106575,60122100,True,False,False
VELA NUMERO 3 DORADO,VELA NUMERO 3 DORADO,25.0,Velas,Velas,7506688106582,7506688106582,60122100,True,False,False
VELA NUMERO 4 DORADO,VELA NUMERO 4 DORADO,25.0,Velas,Velas,7506688106599,7506688106599,60122100,True,False,False
VELA NUMERO 5 DORADO,VELA NUMERO 5 DORADO,25.0,Velas,Velas,7506688106605,7506688106605,60122100,True,False,False
VELA NUMERO 6 DORADO,VELA NUMERO 6 DORADO,25.0,Velas,Velas,7506688106612,7506688106612,60122100,True,False,False
VELA NUMERO 7 DORADO,VELA NUMERO 7 DORADO,25.0,Velas,Velas,7506688106629,7506688106629,60122100,True,False,False
VELA NUMERO 8 DORADO,VELA NUMERO 8 DORADO,25.0,Velas,Velas,7506688106636,7506688106636,60122100,True,False,False
VELA NUMERO 9 DORADO,VELA NUMERO 9 DORADO,25.0,Velas,Velas,7506688106643,7506688106643,60122100,True,False,False
VELA NUMERO 0 DORADO,VELA NUMERO 0 DORADO,25.0,Velas,Velas,7506688106551,7506688106551,60122100,True,False,False
VELA CARAMELO ESTRELLA COLORES 6.4cm 8pz,VELA CARAMELO ESTRELLA COLORES 6.4cm 8pz,27.0,Velas,Velas,CND000977,4895217106319,39112600,True,False,False
VELA MAGICA CARAMELO ROJO AZUL VERDE12pz,VELA MAGICA CARAMELO ROJO AZUL VERDE12pz,19.0,Velas,Velas,CND000865,4895217105183,39112600,True,False,False
VELA CRAYOLA COLORES 8.2cm 10pz,VELA CRAYOLA COLORES 8.2cm 10pz,32.0,Velas,Velas,CND000974,4895217106289,39112600,True,False,False
VELA ESPIRAL COLORES BRILLOS C/BASE 10pz,VELA ESPIRAL COLORES BRILLOS C/BASE 10pz,25.0,Velas,Velas,CND000862,4895217105152,39112604,True,False,False
VELA CARAMELO COLORES C/BASE 24 PZ,VELA CARAMELO COLORES C/BASE 24 PZ,30.0,Velas,Velas,84-128,7501553841285,39112604,True,False,False
VELAS DE NUMEROS METALIZADA,VELAS DE NUMEROS METALIZADA,25.0,Velas,Velas,90151800,A-496,90151800,True,False,False
VELAS DE NUMERO,VELAS DE NUMERO,25.0,Velas,Velas,60122100,A-494,60122100,True,False,False
VELA ESPAGUETI ROSA PERLADO 13cm 12pz,VELA ESPAGUETI ROSA PERLADO 13cm 12pz,67.0,Velas,Velas,CND000951,4895217106050,39112604,True,False,False
VELA ESPAGUETI DORADA 13cm,VELA ESPAGUETI DORADA 13cm,67.0,Velas,Velas,CND000948,4895217106029,39112604,True,False,False
VELA COMBINADA PLATA Y DORADA 18pz,VELA COMBINADA PLATA Y DORADA 18pz,67.0,Velas,Velas,CND000990,4895217106449,39112604,True,False,False
VELA BENGALA PENTACOLOR OZ,VELA BENGALA PENTACOLOR OZ,37.0,Velas,Velas,704029,704029,12131600,True,False,False
VELA DORADA 10.5cm C/BASE 6pz,VELA DORADA 10.5cm C/BASE 6pz,27.0,Velas,Velas,CND001006,4895217107941,39112604,True,False,False
VELA ESPAGUETI ORO 12 PZAS,VELA ESPAGUETI ORO 12 PZAS,45.0,Velas,Velas,84-063,7501553840639,39112604,True,False,False
VELA ESPAGUETI PLATA 12 PZAS,VELA ESPAGUETI PLATA 12 PZAS,45.0,Velas,Velas,84-064,7501553840646,39112604,True,False,False
VELA PALILLO UNICORNIO MAKE MAGIC 5 PZ,VELA PALILLO UNICORNIO MAKE MAGIC 5 PZ,28.0,Velas,Velas,CND00000061,4897080496542,39112604,True,False,False
VELA PALILLO ESTRELLAS PLATEADAS 5 PZAS,VELA PALILLO ESTRELLAS PLATEADAS 5 PZAS,32.0,Velas,Velas,84-046,7501553840462,39112604,True,False,False
VELA PALILLO ESTRELLAS DORADAS 5 PZAS,VELA PALILLO ESTRELLAS DORADAS 5 PZAS,32.0,Velas,Velas,84-047,7501553840479,39112604,True,False,False
VELA BENGALA DORADA OZ,VELA BENGALA DORADA OZ,32.0,Velas,Velas,4022,704022,39112600,True,False,False
VELA BENGALA PLATEADA OZ,VELA BENGALA PLATEADA OZ,32.0,Velas,Velas,4023,704023,39112600,True,False,False
VELA BENGALA ARCOIRIS OZ,VELA BENGALA ARCOIRIS OZ,28.0,Velas,Velas,4024,704024,39112600,True,False,False
VELA BENGALA REVELACION AZUL OZ,VELA BENGALA REVELACION AZUL OZ,35.0,Velas,Velas,4026,704026,39112600,True,False,False
VELA BENGALA REVELACION ROSA OZ,VELA BENGALA REVELACION ROSA OZ,35.0,Velas,Velas,4027,704027,39112600,True,False,False
"VELA COLORES 2.5"" 24 PZAS","VELA COLORES 2.5"" 24 PZAS",25.0,Velas,Velas,281-2410,906324624106,39112600,True,False,False
"VELA MAGICA DE COLORES 2.5"" 10PZ","VELA MAGICA DE COLORES 2.5"" 10PZ",20.0,Velas,Velas,281-2412,906324624124,39112600,True,False,False
VELA DORADA #0,VELA DORADA #0,20.0,Velas,Velas,281-2440,906324624403,39112600,True,False,False
VELA DORADA #1,VELA DORADA #1,20.0,Velas,Velas,281-2441,906324624418,39112600,True,False,False
VELA DORADA #2,VELA DORADA #2,20.0,Velas,Velas,281-2442,906324624427,39112600,True,False,False
VELA DORADA #3,VELA DORADA #3,20.0,Velas,Velas,281-2443,906324624431,39112600,True,False,False
VELA DORADA #4,VELA DORADA #4,20.0,Velas,Velas,281-2444,906324624442,39112600,True,False,False
VELA DORADA #5,VELA DORADA #5,20.0,Velas,Velas,281-2445,906324624459,39112600,True,False,False
VELA DORADA #6,VELA DORADA #6,20.0,Velas,Velas,281-2446,906324624468,39112600,True,False,False
VELA DORADA #7,VELA DORADA #7,20.0,Velas,Velas,281-2447,906324624479,39112600,True,False,False
VELA DORADA #8,VELA DORADA #8,20.0,Velas,Velas,281-2448,906324624483,39112600,True,False,False
VELA DORADA #9,VELA DORADA #9,20.0,Velas,Velas,281-2449,906324624497,39112600,True,False,False
VELA DORADA ?,VELA DORADA ?,20.0,Velas,Velas,281-2450,906324624505,39112600,True,False,False
VELA PLATA ?,VELA PLATA ?,20.0,Velas,Velas,281-2459,906324624591,39112600,True,False,False
VELA PLATA #0,VELA PLATA #0,20.0,Velas,Velas,281-2460,906324624607,39112600,True,False,False
VELA PLATA #1,VELA PLATA #1,20.0,Velas,Velas,281-2461,906324624614,39112600,True,False,False
VELA PLATA #2,VELA PLATA #2,20.0,Velas,Velas,281-2462,906324624629,39112600,True,False,False
VELA PLATA #3,VELA PLATA #3,20.0,Velas,Velas,281-2463,906324624631,39112600,True,False,False
VELA PLATA #4,VELA PLATA #4,20.0,Velas,Velas,281-2464,906324624642,39112600,True,False,False
VELA PLATA #5,VELA PLATA #5,20.0,Velas,Velas,281-2465,906324624654,39112600,True,False,False
VELA PLATA #6,VELA PLATA #6,20.0,Velas,Velas,281-2466,906324624663,39112600,True,False,False
VELA PLATA #7,VELA PLATA #7,20.0,Velas,Velas,281-2467,906324624672,39112600,True,False,False
VELA PLATA #8,VELA PLATA #8,20.0,Velas,Velas,281-2468,906324624681,39112600,True,False,False
VELA PLATA #9,VELA PLATA #9,21.0,Velas,Velas,281-2469,906324624697,39112600,True,False,False
VELA CONFETTI ?,VELA CONFETTI ?,20.0,Velas,Velas,281-2479,906324624791,39112600,True,False,False
VELA CONFETTI #0,VELA CONFETTI #0,20.0,Velas,Velas,281-2480,906324624803,39112600,True,False,False
VELA CONFETTI #1,VELA CONFETTI #1,20.0,Velas,Velas,281-2481,906324624816,39112600,True,False,False
VELA CONFETTI #2,VELA CONFETTI #2,20.0,Velas,Velas,281-2482,906324624822,39112600,True,False,False
VELA CONFETTI #3,VELA CONFETTI #3,20.0,Velas,Velas,281-2483,906324624831,39112600,True,False,False
VELA CONFETTI #5,VELA CONFETTI #5,20.0,Velas,Velas,281-2485,906324624856,39112600,True,False,False
VELA CONFETTI #6,VELA CONFETTI #6,20.0,Velas,Velas,281-2486,906324624867,39112600,True,False,False
VELA CONFETTI #7,VELA CONFETTI #7,20.0,Velas,Velas,281-2487,906324624874,39112600,True,False,False
VELA CONFETTI #8,VELA CONFETTI #8,20.0,Velas,Velas,281-2488,906324624882,39112600,True,False,False
VELA CONFETTI #4,VELA CONFETTI #4,20.0,Velas,Velas,281-2484,906324624884,39112600,True,False,False
VELA CONFETTI #9,VELA CONFETTI #9,20.0,Velas,Velas,281-2489,906324624894,39112600,True,False,False
VELA ESPIRAL BLANCA BRILLOS C/BASE 10 pz,VELA ESPIRAL BLANCA BRILLOS C/BASE 10 pz,22.0,Velas,Velas,CND000861,4895217105145,39112604,True,False,False
VELA MENSAJE ESTRELLAS FELIZ CUMPLEÑOS,VELA MENSAJE ESTRELLAS FELIZ CUMPLEÑOS,39.0,Velas,Velas,4-0085,7501553400857,39112604,True,False,False
VELA PALILLO CARITAS 5 PZ,VELA PALILLO CARITAS 5 PZ,33.0,Velas,Velas,CND00000055,4897080495828,39112604,True,False,False
ALISADOR FONDANT PLAST 16.5x8cm,ALISADOR FONDANT PLAST 16.5x8cm,55.0,Herramientas,Fondant,TOL000899,4895217107323,48101817,True,False,False
ALISADOR P/FONDANT PLAST 8.5x14.5 cm,ALISADOR P/FONDANT PLAST 8.5x14.5 cm,73.0,Herramientas,Fondant,TOL000900,4895217107330,48101817,True,False,False
"RODILLO PARA FONDANT 20""","RODILLO PARA FONDANT 20""",853.0,Herramientas,Fondant,070896033789,070896033789,52151600,True,False,False
PEGAMENTO FONDANT 130ML,PEGAMENTO FONDANT 130ML,82.0,Insumos,Fondant,PEG001-130,7502246737021,50192302,True,False,False
PEGAMENTO FONDANT 30ML,PEGAMENTO FONDANT 30ML,45.0,Insumos,Fondant,PEG001-030,7502246737014,50192302,True,False,False
HERRRAMIENTAS P/TRABAJAR FONDANT C/3 PZAS,HERRRAMIENTAS P/TRABAJAR FONDANT C/3 PZAS,158.0,Herramientas,Fondant,070896010988,070896010988,52151600,True,False,False
HERRAMIENTAS PARA FONDANT C/12 PZAS,HERRAMIENTAS PARA FONDANT C/12 PZAS,150.0,Herramientas,Fondant,1812-0866,700818120866,52151600,True,False,False
MARCADOR ACOLCHADOS X2 CHERRY,MARCADOR ACOLCHADOS X2 CHERRY,50.0,Herramientas,Fondant,16051,16051,50192300,True,False,False
"FONDANT BLANCO ALEGRIA (1,250g)","FONDANT BLANCO ALEGRIA (1,250g)",225.0,Insumos,Fondant,151007,7501553510075,50161814,True,False,False
BRILLO PARA FONDANT 150 G,BRILLO PARA FONDANT 150 G,110.0,Insumos,Fondant,BR10-150,7502246738493,50192302,True,False,False
FONDANT SABOR NATURAL COLOR BLANCO 1 KG,FONDANT SABOR NATURAL COLOR BLANCO 1 KG,180.0,Insumos,Fondant,FOPA03-1000,7502246732507,50161813,True,False,False
FONDANT ENCO ROJO 1KG,FONDANT ENCO ROJO 1KG,170.0,Insumos,Fondant,02374,7508304498033,50192300,True,False,False
ENDURECEDOR CMC 100 G MA BAKER,ENDURECEDOR CMC 100 G MA BAKER,68.0,Insumos,Fondant,7502246733313,7502246733313,50192302,True,False,False
GLOSS 130 ML (EFECTO CRISTAL),GLOSS 130 ML (EFECTO CRISTAL),105.0,Insumos,Fondant,750639473876 3,7506394738763,50192300,True,False,False
"CORTADOR/FONDANT 3 PZAS ""COPO DE NIE","CORTADOR/FONDANT 3 PZAS ""COPO DE NIE",140.0,Cortadores,Fondant,6549,7501553965493,52151625,True,False,False
ALISADOR DE GLASEADO,ALISADOR DE GLASEADO,334.0,Herramientas,Fondant,03-3106,070896331069,52151600,True,False,False
ALMOHADILLA DE ESPUMA,ALMOHADILLA DE ESPUMA,84.0,Herramientas,Fondant,1812-035,11812035,52151600,True,False,False
EXTRUSOR PARA FONDANT,EXTRUSOR PARA FONDANT,331.0,Herramientas,Fondant,TC005588,17700588,52151600,True,False,False
JGO CORTA PLAST PETALOS P/FORMAR FLOR 4pz,JGO CORTA PLAST PETALOS P/FORMAR FLOR 4pz,54.0,Cortadores,Fondant,CTR000459,4895217115564,52151600,True,False,False
JGO CORTA/MARCADOR CENTRO FLORES 6pz,JGO CORTA/MARCADOR CENTRO FLORES 6pz,40.0,Cortadores,Fondant,CTR000437,4895217115403,52151600,True,False,False
JGO CORTADOR PLAST HOJAS 4pz,JGO CORTADOR PLAST HOJAS 4pz,49.0,Cortadores,Fondant,CTR000438,4895217115359,52151600,True,False,False
JGO CORTA PLAST FORMADOR FLOR Y HOJA 3pz  0.059,JGO CORTA PLAST FORMADOR FLOR Y HOJA 3pz  0.059,50.0,Cortadores,Fondant,CTR000460,4895217115571,52151600,True,False,False
ALISADOR FONDANT,ALISADOR FONDANT,217.0,Herramientas,Fondant,1907-1356,070896213563,52151600,True,False,False
JUEGO CUCHARAS 3PZ,JUEGO CUCHARAS 3PZ,75.0,Herramientas,Cucharas,6666616800603,6666616800603,52151607,True,False,False
CUCHARAS MEDIDORAS 30-250ML C/5 PZAS,CUCHARAS MEDIDORAS 30-250ML C/5 PZAS,75.0,Herramientas,Cucharas,1812-3140,700818123140,52151600,True,False,False
CUCHARAS MEDIDORAS 1.25- 5ML C/5 PZAS,CUCHARAS MEDIDORAS 1.25- 5ML C/5 PZAS,52.0,Herramientas,Cucharas,1812-3170,700818123170,52151612,True,False,False
JGO CUCHARA/CUCHARON MEDIDOR COLORES 4PZ,JGO CUCHARA/CUCHARON MEDIDOR COLORES 4PZ,120.0,Herramientas,Cucharas,TOL00000093,4897080491264,52151651,True,False,False
CUCHARA PARA GALLETA,CUCHARA PARA GALLETA,217.0,Herramientas,Cucharas,417-1112,070896411129,52151600,True,False,False
VOLTEADOR BAMBU,VOLTEADOR BAMBU,40.0,Herramientas,Cucharas,HGH00003,000750114392 017,52151600,True,False,False
CUCHARA BAMBU,CUCHARA BAMBU,40.0,Herramientas,Cucharas,HGH00004,000750114392 012,52151600,True,False,False
CUCHARA HELADO AZUL 56mm/75gr,CUCHARA HELADO AZUL 56mm/75gr,271.0,Herramientas,Cucharas,04-1006-AZ,04-1006-AZ,52151651,True,False,False
CUCHARA HELADO NEGRA 46mm/35gr,CUCHARA HELADO NEGRA 46mm/35gr,271.0,Herramientas,Cucharas,04-1006-N,04-1006-N,52151651,True,False,False
CUCHARA HELADO AMARILLA 53mm/55gr,CUCHARA HELADO AMARILLA 53mm/55gr,271.0,Herramientas,Cucharas,04-1006-AM,04-1006-AM,52151651,True,False,False
CUCHARA HELADO GRIS 68mm/115gr,CUCHARA HELADO GRIS 68mm/115gr,271.0,Herramientas,Cucharas,04-1006-G,750155310249,52151651,True,False,False
CUCHARA HELADO PURPURA 40mm/25 gr,CUCHARA HELADO PURPURA 40mm/25 gr,271.0,Herramientas,Cucharas,04-1006-P,04-1006-P,52151651,True,False,False
CUCHARA HELADO ROJA 50mm/50gr,CUCHARA HELADO ROJA 50mm/50gr,271.0,Herramientas,Cucharas,04-1006-R,04-1006-R,52151651,True,False,False
CUCHARA PARA DECORAR PLAST 18cm,CUCHARA PARA DECORAR PLAST 18cm,44.0,Herramientas,Cucharas,TOL000901,4895217107347,48101817,True,False,False
JGO CUCHARA P/DECORAR METAL 22/19cm 2 pz,JGO CUCHARA P/DECORAR METAL 22/19cm 2 pz,228.0,Herramientas,Cucharas,TOL000902,4895217107354,48101817,True,False,False
JGO 5 CUCHARAS MED PLAST BLANCA,JGO 5 CUCHARAS MED PLAST BLANCA,35.0,Herramientas,Cucharas,3-0072,7501553300720,52151651,True,False,False
MINI BATIDOR AINOX 13 cm,MINI BATIDOR AINOX 13 cm,47.0,Herramientas,Batidor,3-0179,7501553301796,52151612,True,False,False
SET DE CUCHARAS MED 5PZAS,SET DE CUCHARAS MED 5PZAS,66.0,Herramientas,Cucharas,4-1125,7501553411259,52151651,True,False,False
SET DE CUCHARAS MED 6PZAS,SET DE CUCHARAS MED 6PZAS,55.0,Herramientas,Cucharas,4-1127,7501553411273,52151651,True,False,False
CUCHARA HELADO VARIOS,CUCHARA HELADO VARIOS,271.0,Herramientas,Cucharas,666661683074,66661683074,52151651,True,False,False
CUCHARA PORCION GALLETA,CUCHARA PORCION GALLETA,150.0,Herramientas,Cucharas,4895176108638,4895176108638,52152102,True,False,False
CUCHARA HELADO VERDE,CUCHARA HELADO VERDE,260.0,Herramientas,Cucharas,04-1006-V,04-1006-V,52151651,True,False,False
BATIDOR GLOBO AINOX 20x4.5cm,BATIDOR GLOBO AINOX 20x4.5cm,50.0,Herramientas,Batidor,COT000739,4895217141501,52151625,True,False,False
MINI BATIDOR GLOBO AINOX 17x2cm,MINI BATIDOR GLOBO AINOX 17x2cm,45.0,Herramientas,Batidor,COT000740,4895217141518,52151625,True,False,False
BATIDOR GLOBO AINOX 35 cm,BATIDOR GLOBO AINOX 35 cm,105.0,Herramientas,Batidor,3-0180,7501553301802,52151612,True,False,False
"Batidor Acero Inoxidable Piano 10""  tavola","Batidor Acero Inoxidable Piano 10""  tavola",80.0,Herramientas,Batidor,11521041,11521041,52151600,True,False,False
"Batidor Acero Inoxidable Piano 12""  tavola","Batidor Acero Inoxidable Piano 12""  tavola",100.0,Herramientas,Batidor,11521042,11521042,52151600,True,False,False
"Batidor Acero Inoxidable Piano 14""  tavola","Batidor Acero Inoxidable Piano 14""  tavola",125.0,Herramientas,Batidor,11521043,11521043,52151600,True,False,False
VIBE-BATIDOR CH SILI,VIBE-BATIDOR CH SILI,140.0,Herramientas,Batidor,203-042-00 4,838485009368,52151600,True,False,False
BATIDOR GLOBO  MG-41,BATIDOR GLOBO  MG-41,150.0,Herramientas,Batidor,2024016860418,2024016860418,52151612,True,False,False
BATIDOR GLOBO AINOX 5 ALAMB 27cm,BATIDOR GLOBO AINOX 5 ALAMB 27cm,60.0,Herramientas,Batidor,COT000954,4895217108481,52151625,True,False,False
BATIDOR GLOBO 12 ALAM AINOX (30 cm),BATIDOR GLOBO 12 ALAM AINOX (30 cm),118.0,Herramientas,Batidor,55-025,7501553550255,52151625,True,False,False
JUEGO BATIDORA,JUEGO BATIDORA,150.0,Herramientas,Batidor,666661688080,666661688080,52151612,True,False,False
BATIDOR GLOBO AINOX 5 ALAMB 20.3cm,BATIDOR GLOBO AINOX 5 ALAMB 20.3cm,39.0,Herramientas,Batidor,TOL000952,4895217108467,52151612,True,False,False
BATIDOR GLOBO METALICO CON LIMPIADOR DE SILICON,BATIDOR GLOBO METALICO CON LIMPIADOR DE SILICON,120.0,Herramientas,Batidor,1806,1806,52151600,True,False,False
BATIDOR GLOBO 12 in ACERO INOXIDABLE,BATIDOR GLOBO 12 in ACERO INOXIDABLE,168.0,Herramientas,Batidor,K4112,K4112,52151600,True,False,False
BATIDOR GLOBO 10 in ACERO INOXIDABLE,BATIDOR GLOBO 10 in ACERO INOXIDABLE,147.0,Herramientas,Batidor,80041,80041,52151600,True,False,False
BATIDOR GLOBO AINOX 5 ALAMB 23cm,BATIDOR GLOBO AINOX 5 ALAMB 23cm,40.0,Herramientas,Batidor,TOL000953,4895217108474,48101817,True,False,False
"BATIDOR PIANO 12"" ( 30CM)","BATIDOR PIANO 12"" ( 30CM)",120.0,Herramientas,Batidor,PN-12,812944007034,52151612,True,False,False
"BATIDOR PIANO 14"" (35 CM)","BATIDOR PIANO 14"" (35 CM)",170.0,Herramientas,Batidor,PN-14,812944007041,52151612,True,False,False
"BATIDOR PIANO 10"" (25 CM)","BATIDOR PIANO 10"" (25 CM)",100.0,Herramientas,Batidor,PN-10,PN-10,52151612,True,False,False
"SERIE ""E"" BATIDOR AINOX 25 cm","SERIE ""E"" BATIDOR AINOX 25 cm",75.0,Herramientas,Batidor,3-0178,7501553301789,52151612,True,False,False
BATIDOR GLOBO  YLBC-9,BATIDOR GLOBO  YLBC-9,130.0,Herramientas,Batidor,6916909000093,6916909000093,52151612,True,False,False
BATIDOR GLOBO  MG-31,BATIDOR GLOBO  MG-31,130.0,Herramientas,Batidor,2024016860319,2024016860319,52151612,True,False,False
BATIDOR GLOBO  YLBC-9,BATIDOR GLOBO  YLBC-9,130.0,Herramientas,Batidor,6916909000093,6916909000093,52151612,True,False,False
BATIDOR GLOBO  MG-31,BATIDOR GLOBO  MG-31,130.0,Herramientas,Batidor,2024016860319,2024016860319,52151612,True,False,False
SERIE E BATIDOR A/I 20cm,SERIE E BATIDOR A/I 20cm,75.0,Herramientas,Batidor,3-0177,7501553301772,52151612,True,False,False
DUYA 10 PUNTO/TALLO/PERLA CH,DUYA 10 PUNTO/TALLO/PERLA CH,20.0,Decoracion,Duyas,DA10,DA10,48101817,True,False,False
DUYA L200,DUYA L200,125.0,Decoracion,Duyas,8989133042847,8989133042847,48101817,True,False,False
DUYA 10,DUYA 10,100.0,Decoracion,Duyas,8989133042810,8989133042810,48101817,True,False,False
JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,100.0,Decoracion,Duyas,TOL00000014,4897080492582,48101817,True,False,False
JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,JGO DECORACION DUYAS RUSAS Y COUPLER 4pz,100.0,Decoracion,Duyas,TOL00000013,4897080492575,48101817,True,False,False
DUYA 00 PUNTO/TALLO/LINEA CH,DUYA 00 PUNTO/TALLO/LINEA CH,25.0,Decoracion,Duyas,DA00,DA00,48101817,True,False,False
DUYA 000 PUNTO/TALLO/LINEA CH,DUYA 000 PUNTO/TALLO/LINEA CH,25.0,Decoracion,Duyas,DA000,DA000,48101817,True,False,False
DUYA 0 PUNTO/TALLO/LINEA CH,DUYA 0 PUNTO/TALLO/LINEA CH,25.0,Decoracion,Duyas,DA0,DA0,48101817,True,False,False
DUYA 2 PUNTO/TALLO CH,DUYA 2 PUNTO/TALLO CH,25.0,Decoracion,Duyas,DA2,DA2,48101817,True,False,False
DUYA 3 PUNTO/TALLO CH,DUYA 3 PUNTO/TALLO CH,25.0,Decoracion,Duyas,DA3,DA3,48101817,True,False,False
DUYA 5 LINEAS/PUNTOS CH,DUYA 5 LINEAS/PUNTOS CH,25.0,Decoracion,Duyas,DA5,DA5,48101817,True,False,False
DUYA 6 LINEA/PUNTO CH,DUYA 6 LINEA/PUNTO CH,25.0,Decoracion,Duyas,DA6,DA6,48101817,True,False,False
DUYA 8 PUNTO/TALLO  CH,DUYA 8 PUNTO/TALLO  CH,25.0,Decoracion,Duyas,DA8,DA8,48101817,True,False,False
DUYA 14 ESTRELLA ABIERTA/FLOR CH,DUYA 14 ESTRELLA ABIERTA/FLOR CH,25.0,Decoracion,Duyas,DA14,DA14,48101817,True,False,False
DUYA 16 CH,DUYA 16 CH,25.0,Decoracion,Duyas,TIP00000007,TIP00000007,48101817,True,False,False
"DUYA 17 ESTRELLA ABIERTA,FLOR CH","DUYA 17 ESTRELLA ABIERTA,FLOR CH",25.0,Decoracion,Duyas,DA17,DA17,48101817,True,False,False
DUYA 18 ESTRELLA ABIERTA CH,DUYA 18 ESTRELLA ABIERTA CH,25.0,Decoracion,Duyas,DA18,DA18,48101817,True,False,False
DUYA 20 ESTRELLA ABIERTA CH,DUYA 20 ESTRELLA ABIERTA CH,25.0,Decoracion,Duyas,DA20,DA20,48101817,True,False,False
DUYA 21 ESTRELLA ABIERTA CH,DUYA 21 ESTRELLA ABIERTA CH,25.0,Decoracion,Duyas,DA21,DA21,48101817,True,False,False
DUYA 22 ESTRELLA ABIERTA CH,DUYA 22 ESTRELLA ABIERTA CH,25.0,Decoracion,Duyas,DA22,DA22,48101817,True,False,False
DUYA 23 ESTRELLA CH,DUYA 23 ESTRELLA CH,25.0,Decoracion,Duyas,DA23,DA23,48101817,True,False,False
DUYA 24 ESTRELLA CERRADA CH,DUYA 24 ESTRELLA CERRADA CH,25.0,Decoracion,Duyas,DA24,DA24,48101817,True,False,False
DUYA 30 ESTELLA CERRADA CH,DUYA 30 ESTELLA CERRADA CH,25.0,Decoracion,Duyas,DA30,DA30,48101817,True,False,False
DUYA 31 ESTRELLA CERRADA CH,DUYA 31 ESTRELLA CERRADA CH,25.0,Decoracion,Duyas,DA31,DA31,48101817,True,False,False
DUYA 32 ESTRELLA ABIERTA CH,DUYA 32 ESTRELLA ABIERTA CH,25.0,Decoracion,Duyas,DA32,DA32,48101817,True,False,False
DUYA 33 ESTRELLA CERRADA CH,DUYA 33 ESTRELLA CERRADA CH,25.0,Decoracion,Duyas,DA33,DA33,48101817,True,False,False
DUYA 43 LISTONES CH,DUYA 43 LISTONES CH,25.0,Decoracion,Duyas,DA43,DA43,48101817,True,False,False
DUYA 44 CONCHA CH,DUYA 44 CONCHA CH,25.0,Decoracion,Duyas,DA44,DA44,48101817,True,False,False
DUYA 45 CONCHA CH,DUYA 45 CONCHA CH,25.0,Decoracion,Duyas,DA45,DA45,48101817,True,False,False
DUYA 46 CANASTA CH,DUYA 46 CANASTA CH,25.0,Decoracion,Duyas,DA46,DA46,48101817,True,False,False
DUYA 48 CONCHA CH,DUYA 48 CONCHA CH,25.0,Decoracion,Duyas,DA48,DA48,48101817,True,False,False
